Word,Occurrences,Total Time,Average Time,Max Time,Min Time,Time Variance
intellectually,1,0.88,0.88,0.88,0.88,0.0
intelligence,30,21.28,0.7093333333333334,0.9,0.61,0.004565057471264368
intelligent,4,2.7500000000000004,0.6875,0.74,0.63,0.0020916666666666657
intelligible,1,0.71,0.71,0.71,0.71,0.0
intemperance,1,0.63,0.63,0.63,0.63,0.0
intemperate,2,1.52,0.76,0.82,0.7,0.0072
intend,2,1.2200000000000002,0.6100000000000001,0.67,0.55,0.0072
intended,35,21.249999999999993,0.6071428571428571,0.79,0.51,0.004550420168067228
intending,1,0.64,0.64,0.64,0.64,0.0
intense,4,2.14,0.535,0.56,0.52,0.0003000000000000005
intensely,1,0.73,0.73,0.73,0.73,0.0
intensified,3,2.53,0.8433333333333333,0.87,0.82,0.0006333333333333345
intensify,1,0.76,0.76,0.76,0.76,0.0
intensity,1,0.79,0.79,0.79,0.79,0.0
intensive,5,3.11,0.622,0.71,0.57,0.003670000000000002
intent,6,3.25,0.5416666666666666,0.72,0.43,0.013256666666666665
intention,12,7.250000000000001,0.6041666666666666,0.71,0.5,0.0037719696969696977
intentional,1,0.76,0.76,0.76,0.76,0.0
intentionally,1,0.75,0.75,0.75,0.75,0.0
intentions,4,3.01,0.7525,0.94,0.57,0.023425
inter,1,0.28,0.28,0.28,0.28,0.0
interagency,2,0.87,0.435,0.51,0.36,0.011250000000000003
interceded,1,0.64,0.64,0.64,0.64,0.0
intercept,1,0.65,0.65,0.65,0.65,0.0
intercession,1,0.64,0.64,0.64,0.64,0.0
intercourse,5,3.42,0.684,0.73,0.65,0.0010299999999999984
interest,58,32.459999999999994,0.5596551724137931,0.75,0.39,0.007396370235934664
interested,12,7.92,0.66,0.77,0.6,0.002454545454545455
interesting,9,5.739999999999999,0.6377777777777778,0.85,0.51,0.008594444444444444
interests,4,2.65,0.6625,0.77,0.5,0.013425000000000001
interfere,7,4.51,0.6442857142857144,0.82,0.54,0.011595238095238089
interfered,8,5.609999999999999,0.7012499999999999,0.83,0.59,0.007869642857142855
interference,9,7.29,0.8099999999999999,0.9,0.71,0.0031500000000000005
interferes,1,0.73,0.73,0.73,0.73,0.0
interfering,2,1.4100000000000001,0.7050000000000001,0.74,0.67,0.0024499999999999965
interim,3,1.5699999999999998,0.5233333333333333,0.57,0.49,0.0017333333333333313
interior,7,5.01,0.7157142857142856,0.77,0.69,0.0011952380952380973
intermediacy,1,0.86,0.86,0.86,0.86,0.0
interment,2,1.3599999999999999,0.6799999999999999,0.72,0.64,0.0031999999999999967
intermingled,1,0.8,0.8,0.8,0.8,0.0
intermission,1,0.86,0.86,0.86,0.86,0.0
intermittently,2,1.87,0.935,0.94,0.93,4.999999999999898e-05
intermix,1,0.73,0.73,0.73,0.73,0.0
internal,15,8.29,0.5526666666666666,0.71,0.42,0.00822095238095238
internally,1,0.53,0.53,0.53,0.53,0.0
international,3,2.34,0.78,0.88,0.68,0.009999999999999995
interposing,1,0.72,0.72,0.72,0.72,0.0
interpretation,6,5.34,0.89,0.99,0.78,0.006599999999999999
interpretations,1,0.91,0.91,0.91,0.91,0.0
interpreted,3,2.12,0.7066666666666667,0.83,0.63,0.011633333333333327
interpreter,3,2.21,0.7366666666666667,0.82,0.6,0.014233333333333334
interred,1,0.53,0.53,0.53,0.53,0.0
interrogated,4,3.1599999999999997,0.79,0.86,0.72,0.0032666666666666673
interrogation,9,8.1,0.9,1.06,0.76,0.008725000000000002
interrupted,1,0.78,0.78,0.78,0.78,0.0
interruption,2,1.53,0.765,0.79,0.74,0.0012500000000000022
intersect,1,0.55,0.55,0.55,0.55,0.0
intersecting,1,0.76,0.76,0.76,0.76,0.0
intersection,13,9.649999999999999,0.7423076923076923,0.89,0.66,0.006235897435897435
interstate,1,0.7,0.7,0.7,0.7,0.0
interval,8,4.16,0.52,0.64,0.27,0.013457142857142857
intervals,6,3.7499999999999996,0.625,0.71,0.56,0.002709999999999998
intervening,3,2.2199999999999998,0.74,0.82,0.69,0.0049
intervention,2,1.46,0.73,0.75,0.71,0.0008000000000000014
interview,30,17.429999999999996,0.581,0.77,0.4,0.008174827586206896
interviewed,18,10.6,0.5888888888888889,0.67,0.5,0.002516339869281046
interviewer,1,0.81,0.81,0.81,0.81,0.0
interviewer's,1,0.76,0.76,0.76,0.76,0.0
interviewing,1,0.69,0.69,0.69,0.69,0.0
interviews,4,2.75,0.6875,0.72,0.64,0.001158333333333332
interwoven,1,0.81,0.81,0.81,0.81,0.0
intestine,1,0.85,0.85,0.85,0.85,0.0
intestines,1,0.71,0.71,0.71,0.71,0.0
intimacy,2,1.33,0.665,0.68,0.65,0.0004500000000000008
intimate,7,3.52,0.5028571428571429,0.58,0.43,0.0022238095238095237
intimated,2,1.6400000000000001,0.8200000000000001,0.96,0.68,0.03919999999999998
intimately,2,1.23,0.615,0.65,0.58,0.0024500000000000043
intimation,2,1.48,0.74,0.81,0.67,0.009800000000000001
into,359,104.19999999999996,0.2902506963788301,0.72,0.2,0.003294629713200853
intolerant,2,1.48,0.74,0.8,0.68,0.0072
intoxicated,1,0.92,0.92,0.92,0.92,0.0
intoxicating,4,3.62,0.905,0.96,0.86,0.001966666666666666
intoxication,1,0.9,0.9,0.9,0.9,0.0
intricate,3,1.9,0.6333333333333333,0.75,0.57,0.010233333333333339
intrinsic,1,0.67,0.67,0.67,0.67,0.0
introduce,5,2.7,0.54,0.59,0.49,0.0022999999999999987
introduced,44,30.990000000000006,0.7043181818181818,0.93,0.55,0.01185301268498943
introducing,2,1.44,0.72,0.74,0.7,0.0008000000000000014
introduction,7,4.81,0.6871428571428572,0.83,0.61,0.005690476190476188
introverted,1,0.68,0.68,0.68,0.68,0.0
intrusted,3,1.54,0.5133333333333334,0.56,0.44,0.004133333333333337
intrusting,1,0.45,0.45,0.45,0.45,0.0
invaded,1,0.62,0.62,0.62,0.62,0.0
invalidated,1,0.99,0.99,0.99,0.99,0.0
invalidity,1,0.84,0.84,0.84,0.84,0.0
invariable,2,1.45,0.725,0.76,0.69,0.0024500000000000043
invariably,8,6.770000000000001,0.84625,0.92,0.76,0.0025982142857142866
inveigled,2,1.38,0.69,0.75,0.63,0.0072
inveigling,1,0.84,0.84,0.84,0.84,0.0
invented,5,2.7,0.54,0.6,0.51,0.001249999999999999
invention,3,1.5699999999999998,0.5233333333333333,0.57,0.49,0.0017333333333333313
inventions,1,0.82,0.82,0.82,0.82,0.0
inventor,1,0.65,0.65,0.65,0.65,0.0
inventress,1,0.7,0.7,0.7,0.7,0.0
inverse,2,1.04,0.52,0.53,0.51,0.00020000000000000036
invest,3,1.43,0.4766666666666667,0.52,0.45,0.0014333333333333336
invested,4,2.22,0.555,0.58,0.54,0.0003666666666666655
investigate,3,2.18,0.7266666666666667,0.77,0.66,0.003433333333333332
investigated,7,5.86,0.8371428571428572,0.93,0.7,0.007257142857142861
investigating,3,2.3600000000000003,0.7866666666666667,0.8,0.77,0.00023333333333333374
investigation,44,39.69000000000001,0.9020454545454546,1.13,0.75,0.007835253699788583
investigations,4,3.77,0.9425,1.01,0.87,0.004091666666666666
investigative,9,7.440000000000001,0.8266666666666667,0.91,0.76,0.0019249999999999998
investigators,2,1.83,0.915,0.93,0.9,0.0004500000000000008
investigatory,2,1.8399999999999999,0.9199999999999999,0.98,0.86,0.0072
investment,2,1.3,0.65,0.77,0.53,0.0288
investments,1,0.73,0.73,0.73,0.73,0.0
investor,2,1.19,0.595,0.65,0.54,0.006049999999999999
investors,2,1.29,0.645,0.76,0.53,0.026449999999999994
invitation,2,1.4500000000000002,0.7250000000000001,0.81,0.64,0.014450000000000006
invitations,2,1.6099999999999999,0.8049999999999999,0.83,0.78,0.0012499999999999968
invited,4,2.1900000000000004,0.5475,0.59,0.53,0.0008249999999999984
invoice,2,1.0,0.5,0.53,0.47,0.0018000000000000032
invoices,1,0.65,0.65,0.65,0.65,0.0
involuntary,1,0.89,0.89,0.89,0.89,0.0
involve,4,1.84,0.46,0.56,0.42,0.004466666666666671
involved,36,21.400000000000002,0.5944444444444444,0.81,0.42,0.009745396825396825
involvement,3,2.08,0.6933333333333334,0.79,0.64,0.007033333333333335
involves,3,1.6900000000000002,0.5633333333333334,0.67,0.51,0.008533333333333337
involving,10,5.78,0.578,0.64,0.54,0.001039999999999999
inward,1,0.45,0.45,0.45,0.45,0.0
inwards,2,0.89,0.445,0.45,0.44,5.000000000000009e-05
Ionic,1,0.49,0.49,0.49,0.49,0.0
Ipswich,1,0.57,0.57,0.57,0.57,0.0
IQ,1,0.57,0.57,0.57,0.57,0.0
Ireland,1,0.69,0.69,0.69,0.69,0.0
irksome,7,3.4099999999999997,0.48714285714285716,0.57,0.42,0.0030571428571428564
iron,27,11.720000000000002,0.43407407407407406,0.52,0.37,0.0015635327635327633
ironed,3,1.65,0.55,0.57,0.52,0.000699999999999999
Ironically,1,0.91,0.91,0.91,0.91,0.0
Ironing,2,1.1400000000000001,0.5700000000000001,0.59,0.55,0.000799999999999997
irons,19,10.679999999999998,0.5621052631578948,0.73,0.47,0.004084210526315789
irony,1,0.56,0.56,0.56,0.56,0.0
irrational,2,1.4100000000000001,0.7050000000000001,0.77,0.64,0.008450000000000001
irregularities,3,2.9699999999999998,0.99,1.08,0.92,0.0067000000000000046
irregularity,1,0.98,0.98,0.98,0.98,0.0
irregularly,1,0.79,0.79,0.79,0.79,0.0
irremediable,1,0.91,0.91,0.91,0.91,0.0
irresistible,2,1.6099999999999999,0.8049999999999999,0.84,0.77,0.0024499999999999965
irresistibly,1,0.83,0.83,0.83,0.83,0.0
irrespective,1,0.9,0.9,0.9,0.9,0.0
irresponsible,3,2.6799999999999997,0.8933333333333333,1.0,0.72,0.022933333333333337
irretrievably,1,0.94,0.94,0.94,0.94,0.0
irrevocable,3,1.73,0.5766666666666667,0.71,0.37,0.03293333333333333
irrevocably,2,1.62,0.81,0.84,0.78,0.0017999999999999965
irrigating,1,0.62,0.62,0.62,0.62,0.0
irritability,1,1.08,1.08,1.08,1.08,0.0
irritable,3,1.8900000000000001,0.63,0.73,0.54,0.009099999999999995
irritant,1,0.48,0.48,0.48,0.48,0.0
irritated,3,1.8199999999999998,0.6066666666666667,0.63,0.59,0.0004333333333333341
Irving,34,14.120000000000003,0.4152941176470588,0.56,0.27,0.004819607843137256
is,963,168.64000000000004,0.17511941848390447,0.51,0.02,0.0034083796952955833
Isaacs,1,0.57,0.57,0.57,0.57,0.0
Isaiah,1,0.54,0.54,0.54,0.54,0.0
Ishtar,1,0.53,0.53,0.53,0.53,0.0
Islands,3,1.54,0.5133333333333334,0.56,0.44,0.004133333333333337
Islington,3,2.09,0.6966666666666667,0.77,0.62,0.005633333333333335
isolated,2,1.5,0.75,0.81,0.69,0.007200000000000013
isolation,5,3.8899999999999997,0.778,0.92,0.66,0.014020000000000005
issue,17,6.530000000000001,0.3841176470588235,0.59,0.27,0.004550735294117646
issued,32,13.070000000000004,0.4084375,0.58,0.33,0.003020060483870967
issues,7,3.38,0.4828571428571429,0.64,0.36,0.011490476190476192
issuing,1,0.56,0.56,0.56,0.56,0.0
it,1144,154.54000000000005,0.13508741258741258,0.33,0.02,0.003271908362853245
It's,3,0.64,0.21333333333333335,0.23,0.19,0.0004333333333333335
Italian,16,9.55,0.596875,0.74,0.51,0.00379625
Italy,7,3.0500000000000003,0.4357142857142857,0.53,0.3,0.006761904761904763
item,3,1.23,0.41000000000000003,0.46,0.37,0.002100000000000001
items,10,4.79,0.479,0.59,0.39,0.0038322222222222225
itinerant,2,1.16,0.58,0.59,0.57,0.00020000000000000036
itinerary,2,1.45,0.725,0.73,0.72,5.000000000000009e-05
its,345,67.11000000000001,0.19452173913043477,0.3,0.03,0.0011690293225480282
itself,36,19.240000000000002,0.5344444444444445,0.7,0.29,0.008625396825396824
IV,7,1.9500000000000002,0.2785714285714286,0.61,0.01,0.07154761904761904
J,43,15.74,0.36604651162790697,0.59,0.23,0.005276854928017718
Jack,10,3.79,0.379,0.56,0.31,0.005521111111111114
jacket,42,21.380000000000006,0.5090476190476191,0.66,0.34,0.006730778164924507
jackets,1,0.69,0.69,0.69,0.69,0.0
Jackie,1,0.55,0.55,0.55,0.55,0.0
Jacks,1,0.56,0.56,0.56,0.56,0.0
Jackson,2,1.1400000000000001,0.5700000000000001,0.66,0.48,0.01620000000000001
Jacobite,1,0.55,0.55,0.55,0.55,0.0
Jacques,1,0.41,0.41,0.41,0.41,0.0
jail,135,54.24000000000001,0.4017777777777778,0.64,0.15,0.005963980099502488
jailed,1,0.41,0.41,0.41,0.41,0.0
jailer,6,3.3,0.55,0.67,0.41,0.008920000000000003
Jails,54,27.919999999999998,0.5170370370370371,0.68,0.28,0.006485394828791055
Jamaica,1,0.67,0.67,0.67,0.67,0.0
James,26,11.920000000000003,0.4584615384615385,0.56,0.35,0.003293538461538463
James's,3,1.3,0.43333333333333335,0.75,0.23,0.07723333333333333
jammed,1,0.56,0.56,0.56,0.56,0.0
Jane,1,0.47,0.47,0.47,0.47,0.0
janitor,1,0.67,0.67,0.67,0.67,0.0
January,16,10.860000000000001,0.67875,0.81,0.59,0.0037316666666666683
Japan,5,3.0500000000000003,0.61,0.69,0.48,0.0089
jar,1,0.34,0.34,0.34,0.34,0.0
Jardine,1,0.22,0.22,0.22,0.22,0.0
Jarman,7,3.8100000000000005,0.5442857142857143,0.8,0.41,0.019961904761904768
jarred,2,1.19,0.595,0.67,0.52,0.011250000000000003
Jarrow,1,0.47,0.47,0.47,0.47,0.0
jaws,1,0.35,0.35,0.35,0.35,0.0
jealous,2,0.8999999999999999,0.44999999999999996,0.48,0.42,0.0018
jealousy,1,0.61,0.61,0.61,0.61,0.0
Jeanette,7,3.1300000000000003,0.4471428571428572,0.59,0.39,0.004790476190476188
Jeanne,3,2.2199999999999998,0.74,1.29,0.43,0.22810000000000002
Jebb,5,1.75,0.35,0.5,0.16,0.0151
jeered,3,1.3399999999999999,0.44666666666666666,0.66,0.1,0.09173333333333333
jeering,1,0.53,0.53,0.53,0.53,0.0
jeers,1,0.56,0.56,0.56,0.56,0.0
Jefferson,20,11.969999999999999,0.5985,0.77,0.48,0.004908157894736842
Jeffrey,1,0.5,0.5,0.5,0.5,0.0
Jehoiakin,1,0.65,0.65,0.65,0.65,0.0
Jem,3,1.23,0.41000000000000003,0.45,0.38,0.0013000000000000002
Jenkins,2,1.45,0.725,0.83,0.62,0.022049999999999993
Jenson,3,1.77,0.59,0.72,0.51,0.012899999999999995
Jenson's,3,1.78,0.5933333333333334,0.69,0.54,0.007033333333333325
jeopardized,1,0.98,0.98,0.98,0.98,0.0
Jeremy,1,0.51,0.51,0.51,0.51,0.0
jerking,1,0.47,0.47,0.47,0.47,0.0
Jermyn,1,0.48,0.48,0.48,0.48,0.0
Jermys,1,0.66,0.66,0.66,0.66,0.0
Jerome,2,0.8600000000000001,0.43000000000000005,0.52,0.34,0.0162
Jersey,2,1.38,0.69,0.7,0.68,0.00019999999999999814
Jerusalem,4,2.6799999999999997,0.6699999999999999,0.82,0.54,0.015599999999999992
Jesse,2,1.08,0.54,0.59,0.49,0.0049999999999999975
jested,1,0.01,0.01,0.01,0.01,0.0
jests,2,0.88,0.44,0.49,0.39,0.0049999999999999975
Jew,2,0.9,0.45,0.53,0.37,0.012800000000000006
jewel,3,0.94,0.3133333333333333,0.36,0.29,0.0016333333333333336
jeweler,4,2.2800000000000002,0.5700000000000001,0.64,0.52,0.002799999999999999
jeweler's,3,1.55,0.5166666666666667,0.54,0.49,0.0006333333333333345
jewelers,2,1.2400000000000002,0.6200000000000001,0.68,0.56,0.0072
jewelery,5,2.71,0.542,0.64,0.39,0.00937
jewelry,1,0.62,0.62,0.62,0.62,0.0
Jewels,2,1.05,0.525,0.59,0.46,0.008449999999999994
Jewish,1,0.42,0.42,0.42,0.42,0.0
Jews,2,0.92,0.46,0.53,0.39,0.009800000000000001
job,36,15.5,0.4305555555555556,0.56,0.23,0.005696825396825397
jobs,9,5.220000000000001,0.58,0.76,0.42,0.0102
Joe,1,0.3,0.3,0.3,0.3,0.0
John,52,19.220000000000006,0.3696153846153846,0.47,0.27,0.0028586726998491704
Johnny,3,1.15,0.3833333333333333,0.43,0.35,0.001733333333333334
Johnson,44,25.689999999999998,0.5838636363636364,0.8,0.44,0.005712632135306553
Johnson's,3,1.6600000000000001,0.5533333333333333,0.61,0.51,0.0026333333333333317
join,16,5.799999999999999,0.3625,0.61,0.26,0.009006666666666666
joined,27,10.659999999999998,0.3948148148148148,0.6,0.29,0.0052566951566951564
joining,3,1.1800000000000002,0.39333333333333337,0.4,0.38,0.00013333333333333358
joint,5,2.05,0.41000000000000003,0.46,0.32,0.003
jointed,2,0.98,0.49,0.5,0.48,0.00020000000000000036
joints,3,1.67,0.5566666666666666,0.67,0.5,0.009633333333333337
joke,2,0.8400000000000001,0.42000000000000004,0.46,0.38,0.0032000000000000015
joked,1,0.48,0.48,0.48,0.48,0.0
Jones,6,3.5600000000000005,0.5933333333333334,0.79,0.42,0.020306666666666667
Jonson,1,0.51,0.51,0.51,0.51,0.0
Jordan,4,1.94,0.485,0.51,0.45,0.0006333333333333332
Jordan's,1,0.5,0.5,0.5,0.5,0.0
Joseph,6,2.76,0.45999999999999996,0.49,0.41,0.0012800000000000003
Joshua,4,2.18,0.5449999999999999,0.59,0.49,0.001966666666666665
Joshua's,1,0.55,0.55,0.55,0.55,0.0
jostled,1,0.68,0.68,0.68,0.68,0.0
jostling,1,0.54,0.54,0.54,0.54,0.0
journal,5,2.16,0.432,0.5,0.35,0.004970000000000001
journalists,1,0.89,0.89,0.89,0.89,0.0
journals,4,2.3200000000000003,0.5800000000000001,0.67,0.43,0.012466666666666671
journey,9,3.73,0.41444444444444445,0.56,0.3,0.00585277777777778
journeying,1,0.56,0.56,0.56,0.56,0.0
journeys,8,4.739999999999999,0.5925,0.71,0.49,0.007107142857142854
jovial,1,0.52,0.52,0.52,0.52,0.0
jowl,1,0.51,0.51,0.51,0.51,0.0
joy,5,2.4,0.48,0.59,0.41,0.00565
joyfully,1,0.62,0.62,0.62,0.62,0.0
joyous,1,0.48,0.48,0.48,0.48,0.0
Jr,7,4.84,0.6914285714285715,1.1,0.46,0.08031428571428574
judge,21,9.919999999999998,0.47238095238095235,0.7,0.31,0.010769047619047617
judge's,1,0.53,0.53,0.53,0.53,0.0
judged,1,0.4,0.4,0.4,0.4,0.0
judges,21,12.29,0.5852380952380952,0.76,0.47,0.005136190476190476
judging,1,0.38,0.38,0.38,0.38,0.0
judgment,16,9.27,0.579375,0.71,0.49,0.0034595833333333323
Judgments,1,0.54,0.54,0.54,0.54,0.0
judice,1,0.62,0.62,0.62,0.62,0.0
judicial,8,5.31,0.66375,0.74,0.6,0.0033410714285714285
judiciary,6,5.14,0.8566666666666667,1.07,0.71,0.023626666666666674
judicious,2,1.23,0.615,0.62,0.61,5.000000000000009e-05
juices,2,1.2000000000000002,0.6000000000000001,0.65,0.55,0.0049999999999999975
Julia,1,0.49,0.49,0.49,0.49,0.0
Julian,2,1.06,0.53,0.58,0.48,0.0049999999999999975
July,16,8.71,0.544375,0.73,0.39,0.011826249999999998
jumbled,1,0.46,0.46,0.46,0.46,0.0
Jumjuma,1,0.48,0.48,0.48,0.48,0.0
jump,7,2.29,0.3271428571428571,0.4,0.28,0.0015238095238095239
jumped,8,3.0,0.375,0.49,0.33,0.0028285714285714277
jumping,1,0.51,0.51,0.51,0.51,0.0
jumps,1,0.48,0.48,0.48,0.48,0.0
juncture,1,0.51,0.51,0.51,0.51,0.0
June,35,13.079999999999997,0.3737142857142857,0.57,0.23,0.00900638655462185
Junior,4,1.92,0.48,0.69,0.39,0.01986666666666666
Junior's,1,0.63,0.63,0.63,0.63,0.0
Jupiter,2,1.08,0.54,0.54,0.54,0.0
juries,1,0.47,0.47,0.47,0.47,0.0
jurisdiction,14,11.280000000000001,0.8057142857142857,0.95,0.61,0.010795604395604397
jurisdictions,12,11.17,0.9308333333333333,1.08,0.82,0.006117424242424245
jurisprudence,2,1.32,0.66,0.93,0.39,0.1458
jury,29,13.68,0.47172413793103446,0.73,0.31,0.011900492610837438
just,90,27.179999999999996,0.302,0.54,0.2,0.003222921348314607
justice,19,10.180000000000001,0.5357894736842105,0.68,0.4,0.004747953216374269
justices,32,24.37,0.7615625,0.92,0.61,0.00731038306451613
justification,3,2.8600000000000003,0.9533333333333334,0.98,0.91,0.0014333333333333312
justified,6,4.35,0.725,0.86,0.59,0.012149999999999998
justify,7,4.41,0.63,0.67,0.6,0.0006666666666666678
Justinian,1,0.93,0.93,0.93,0.93,0.0
justly,3,2.31,0.77,1.29,0.48,0.20370000000000002
juts,1,0.35,0.35,0.35,0.35,0.0
juvenile,3,1.81,0.6033333333333334,0.69,0.56,0.005633333333333324
juveniles,2,1.58,0.79,0.82,0.76,0.0017999999999999965
K,1,0.35,0.35,0.35,0.35,0.0
Kaiser,3,1.59,0.53,0.63,0.41,0.012400000000000005
Karswell,1,0.71,0.71,0.71,0.71,0.0
Kasr,1,0.55,0.55,0.55,0.55,0.0
Kate,4,1.21,0.3025,0.35,0.27,0.001558333333333332
Katherine,2,1.1800000000000002,0.5900000000000001,0.62,0.56,0.0017999999999999965
Kay,3,1.46,0.4866666666666667,0.62,0.4,0.01373333333333333
Kean,1,0.55,0.55,0.55,0.55,0.0
keen,3,1.21,0.4033333333333333,0.43,0.39,0.0005333333333333328
keenest,1,0.53,0.53,0.53,0.53,0.0
keenness,1,0.63,0.63,0.63,0.63,0.0
keep,35,9.809999999999997,0.2802857142857143,0.38,0.24,0.0012969747899159662
keeper,20,7.92,0.396,0.52,0.27,0.0034568421052631575
keeper's,1,0.44,0.44,0.44,0.44,0.0
keepers,4,2.0599999999999996,0.515,0.59,0.4,0.008566666666666662
keeping,10,3.9500000000000006,0.395,0.46,0.37,0.0008944444444444446
keeps,2,0.6799999999999999,0.33999999999999997,0.36,0.32,0.0007999999999999992
Keith,1,0.32,0.32,0.32,0.32,0.0
Kellerman,20,10.840000000000002,0.542,0.7,0.01,0.022911578947368418
Kellerman's,1,0.52,0.52,0.52,0.52,0.0
Kelly,1,0.44,0.44,0.44,0.44,0.0
Kemp,1,0.42,0.42,0.42,0.42,0.0
Kendal,2,1.1400000000000001,0.5700000000000001,0.58,0.56,0.00019999999999999814
Kennedy,151,68.73,0.4551655629139073,0.78,0.25,0.0071824724061810155
Kennedy's,16,7.93,0.495625,0.57,0.42,0.001412916666666667
kennel,1,0.35,0.35,0.35,0.35,0.0
Kenneth,9,3.3800000000000003,0.3755555555555556,0.52,0.31,0.003927777777777778
Kennington,4,2.52,0.63,0.71,0.55,0.0053333333333333306
Kent,2,0.79,0.395,0.43,0.36,0.0024500000000000004
kept,79,24.230000000000004,0.30670886075949366,0.48,0.22,0.0027839013307367736
Ker,3,1.27,0.42333333333333334,0.5,0.36,0.005033333333333334
Ker's,2,0.92,0.46,0.46,0.46,0.0
Kerbela,1,0.57,0.57,0.57,0.57,0.0
Kerp,2,0.6599999999999999,0.32999999999999996,0.37,0.29,0.0032000000000000015
Kerry,1,0.4,0.4,0.4,0.4,0.0
Ketch,3,1.3399999999999999,0.44666666666666666,0.61,0.32,0.022033333333333332
Ketch's,1,0.47,0.47,0.47,0.47,0.0
key,12,3.73,0.31083333333333335,0.5,0.15,0.010008333333333333
keyhole,1,0.71,0.71,0.71,0.71,0.0
keys,12,5.529999999999999,0.4608333333333333,0.67,0.36,0.013281060606060609
khaki,1,0.53,0.53,0.53,0.53,0.0
Khrushchev,2,1.38,0.69,0.75,0.63,0.0072
kicked,3,1.25,0.4166666666666667,0.55,0.33,0.013733333333333339
kicking,1,0.46,0.46,0.46,0.46,0.0
kid,1,0.3,0.3,0.3,0.3,0.0
Kidderminster,1,0.78,0.78,0.78,0.78,0.0
kidnaping,1,0.65,0.65,0.65,0.65,0.0
kidneys,1,0.49,0.49,0.49,0.49,0.0
Kilburn,3,2.12,0.7066666666666667,0.98,0.47,0.06603333333333333
Kilduff,1,0.46,0.46,0.46,0.46,0.0
kill,21,6.3500000000000005,0.30238095238095236,0.59,0.23,0.005989047619047618
killed,25,9.71,0.3884,0.59,0.24,0.009164
killer,4,1.6400000000000001,0.41000000000000003,0.5,0.37,0.0036666666666666666
killing,11,4.46,0.40545454545454546,0.52,0.35,0.0026272727272727285
Killion,1,0.54,0.54,0.54,0.54,0.0
kills,1,0.42,0.42,0.42,0.42,0.0
kilns,1,0.57,0.57,0.57,0.57,0.0
kind,56,20.699999999999996,0.36964285714285716,0.66,0.23,0.016436233766233765
kinda,1,0.42,0.42,0.42,0.42,0.0
kinder,1,0.46,0.46,0.46,0.46,0.0
kindled,1,0.36,0.36,0.36,0.36,0.0
kindliness,1,0.88,0.88,0.88,0.88,0.0
kindly,5,2.6100000000000003,0.522,0.7,0.4,0.012919999999999994
kindness,3,2.17,0.7233333333333334,0.81,0.59,0.013733333333333342
kinds,12,4.890000000000001,0.4075,0.66,0.29,0.014511363636363638
kinetic,5,2.39,0.478,0.57,0.44,0.0027699999999999973
king,26,9.009999999999998,0.3465384615384616,0.53,0.24,0.008303538461538463
king's,17,6.370000000000001,0.37470588235294117,0.44,0.31,0.0014889705882352934
kingdom,10,4.64,0.464,0.64,0.37,0.006693333333333335
Kingdoms,3,1.8599999999999999,0.62,0.67,0.55,0.003899999999999999
kings,7,3.17,0.45285714285714285,0.57,0.31,0.011557142857142858
Kingsland,1,0.62,0.62,0.62,0.62,0.0
Kingsmill,1,0.7,0.7,0.7,0.7,0.0
Kingston,2,1.23,0.615,0.67,0.56,0.006049999999999999
Kirkdale,1,0.27,0.27,0.27,0.27,0.0
kissing,1,0.37,0.37,0.37,0.37,0.0
kitchen,17,7.32,0.43058823529411766,0.56,0.3,0.004755882352941178
Klein's,11,5.870000000000001,0.5336363636363637,0.72,0.41,0.012205454545454547
